object_1,object_2,similarity,connection
состояние шумозащитных конструкций,новые шумозащитные конструкции,0.8996114,not_duplicate
Джефф Миллз,доставка квитанций ЖКХ,0.89958906,not_duplicate
состояние ледового городка,ледовый дворец,0.89957327,not_duplicate
кинопремьеры 2026 года,пересъемка старых фильмов/сказок,0.8995706,not_duplicate
строительство метро в Краснодаре,строительство метро в Питере и Москве,0.8995629,not_duplicate
Преступность,преступники-насильники,0.8995451,not_duplicate
применение УК РФ,расписание маршруток Апшеронск-Кубанская,0.8995216,not_duplicate
концерт Ленинграда,отключение электричества в ЖК Вест-Сайд,0.89951813,not_duplicate
перебои с электричеством в центре,перебои с электричеством в Апшеронском районе,0.8995006,not_duplicate
жертва ДТП,Жёсткое ДТП,0.899464,not_duplicate
запрет горок,лист жести,0.8994571,not_duplicate
миграция талантов,эмигрантские таланты,0.8994367,duplicate
отключение электричества в ЖК Вест-Сайд,пересъемка старых фильмов/сказок,0.8994078,not_duplicate
поведение коммунальных служб,проблемы коммунальных служб,0.89939964,not_duplicate
управление Нового Краснодара,расписание маршруток Апшеронск-Кубанская,0.8993708,not_duplicate
"сериал «Клуб», Вася",рекорд кассовых сборов фильма «Чебурашка 2»,0.8993641,not_duplicate
качество дорог,качество работ по обслуживанию дороги,0.8993578,not_duplicate
закон о штрафах за тонировку,введение единых штрафов,0.8992982,duplicate
термин водительница в ПДД,доставка квитанций ЖКХ,0.89928985,not_duplicate
сериал Полиция Дели,состояние трассы Ростов-Волгодонск,0.89926136,not_duplicate
снос домов,снос аварийных домов,0.89924353,not_duplicate
Неэффективная уборка снега,уборка снега,0.8992268,duplicate
состояние трассы Ростов-Семикаракорск,спектакли Московского театра,0.8992088,not_duplicate
концерт поп-короля,рекорд кассовых сборов фильма «Чебурашка 2»,0.8991995,not_duplicate
труд коммунальщиков,труд коммунальщиков в экстремальных условиях,0.8991821,duplicate
ДТП,смертельный исход ДТП,0.8991788,duplicate
предложение посетить Сочи,отдых в Сочи,0.8991784,duplicate
значение места для переосмысления жизни,переосмысление жизни,0.8991673,similar_not_duplicate
сериал Полиция Дели,МУП 'СТЭ',0.8991473,not_duplicate
приём сообщений от свидетелей,сбор информации от свидетелей,0.8991295,duplicate
МУП 'СТЭ',первая часть фильма Чебурашка,0.8991136,not_duplicate
ЖК Вест-Сайд,рекорд кассовых сборов фильма «Чебурашка 2»,0.89908427,not_duplicate
жанр шансон,применение УК РФ,0.89902174,not_duplicate
отключение электричества в ЖК Вест-Сайд,первая часть фильма Чебурашка,0.89900684,not_duplicate
участие в концерте Киркорова,"сериал «Клуб», Вася",0.89895743,not_duplicate
коррупция проверяющих,меры против коррупции,0.8989569,not_duplicate
жанр шансон,падение обломков БПЛ,0.8989378,not_duplicate
управление Нового Краснодара,уголовное дело по ст.213 УК РФ,0.898924,not_duplicate
призыв к подписке,Предложение подписки,0.8988799,duplicate
концерт Ленинграда,доставка квитанций ЖКХ,0.89886737,not_duplicate
Проблемы ЖК Вест-Сайд,продажа квартир в ЖПЭ,0.8988608,not_duplicate
свадьба и количество гостей,проведение свадебных торжеств,0.8988562,not_duplicate
фильм Хроники Нарнии,применение УК РФ,0.89885217,not_duplicate
поведение пешеходов в ДТП,поведение участников ДТП,0.8988506,not_duplicate
падение обломков БПЛ,состояние дороги на ул. Заводской,0.89883167,not_duplicate
кинопремьера Аватар 3,участие водителя в конкурсе Голос Стерли,0.89881074,not_duplicate
состояние трассы Ростов-Волгодонск,дороги Осипенко/Репин,0.8987996,not_duplicate
российское вмешательство,действия России,0.89875865,duplicate
действия полиции по расследованию,действия полиции (проведение проверки),0.8987565,duplicate
"сериал «Клуб», Вася",работа УК 'Доверие' по вывозу мусора,0.89875466,not_duplicate
кинопремьера Одесия,состояние дороги на ул. Заводской,0.89873767,not_duplicate
концерт Киркорова,жанр шансон,0.89871204,not_duplicate
ребенок-виновник ДТП,ДТП с жертвами детей,0.8986994,not_duplicate
канал ЧП Таганрог,автомобиль БЕЛДЖИ,0.89868206,not_duplicate
закрытие ресторана Бен Холл,жанр шансон,0.89868015,not_duplicate
дорогая организация свадьбы,стоимость свадьбы,0.89865774,duplicate
решение проблемы вывоза мусора,накопление мусора,0.89863205,not_duplicate
меры по организации транспорта на Рождество,работа общественного транспорта на Рождество,0.8986164,duplicate
ёлка в Рыбинске,ёлка в Снежинске,0.8986137,not_duplicate
жертва ДТП,смертельное ДТП на дороге,0.89861286,not_duplicate
Испеченный пирог,желание испечь пирог,0.8986056,not_duplicate
фильм Хроники Нарнии,мероприятие Деда Мороза,0.89859354,not_duplicate
опасность из-за атаки беспилотников,сбитие беспилотников,0.89855325,similar_not_duplicate
наличие кроликов во дворе,зайцы во дворе дома,0.8985184,not_duplicate
клиенты магазинов,действия сотрудников магазинов,0.89851576,not_duplicate
факт повреждения машины,поврежденный автомобиль в Дтп,0.89851254,duplicate
ситуация в регионе,общее состояние страны и региона,0.89850813,not_duplicate
Проблемы ЖК Вест-Сайд,спектакли Московского театра,0.8984952,not_duplicate
Место ДТП,смертельное ДТП на дороге,0.89848435,not_duplicate
электроснабжение ЖК Вест-Сайд,мероприятие Деда Мороза,0.8984814,not_duplicate
концерт SCORPIONS в Ростове,дороги Осипенко/Репин,0.89846045,not_duplicate
взрывы беспилотников,беспилотная атака,0.8984512,not_duplicate
концерт Филиппа Киркорова,отключение электричества в ЖК Вест-Сайд,0.89842784,not_duplicate
жанр шансон,продажа квартир в ЖПЭ,0.8984246,not_duplicate
работа пенсионеров,возможность заработка для пенсионеров,0.8984131,duplicate
управление Нового Краснодара,рекорд кассовых сборов фильма «Чебурашка 2»,0.89841217,not_duplicate
проблема с вывозом мусора,ситуация с уборкой мусора,0.89840984,duplicate
электроснабжение ЖК Вест-Сайд,жанр шансон,0.8983812,not_duplicate
карьера Бритни Спирс,фильм Хроники Нарнии,0.8983765,not_duplicate
состояние территории после демонтажа дома,снос домов,0.8983546,similar_not_duplicate
состояние трассы Ростов-Волгодонск,фильм Волшебник Изумрудного города,0.8983534,not_duplicate
обсуждение красивых дат для свадьбы,проведение свадебных торжеств,0.8983464,not_duplicate
вывоз мусора в Гэсе,вывоз мусора на ГРЭС,0.8983107,not_duplicate
название города,название населённого пункта,0.8983019,duplicate
работа по вывозу мусора,ситуация с уборкой мусора,0.898283,duplicate
наказание за критику властей,наказание за оскорбление властей,0.89826775,not_duplicate
уборка мусора в районе,работа по вывозу мусора,0.8982643,duplicate
празднование Рождества в Ростове,Рождественские богослужения в Каменске,0.89824104,not_duplicate
погодные условия зимой,зима и её восприятие,0.8982394,not_duplicate
концерт SCORPIONS в Ростове,мероприятие Деда Мороза,0.898231,not_duplicate
происшествие в Краснодаре,ситуация в Краснодарском крае,0.8982231,not_duplicate
фильм Хроники Нарнии,доставка квитанций ЖКХ,0.8982185,not_duplicate
мероприятие Филиппа Киркорова,падение обломков БПЛ,0.8982079,not_duplicate
повреждение железнодорожной инфраструктуры,Железнодорожное полотно повреждено,0.8981669,duplicate
фильм Рождество на двоих,продажа квартир в ЖПЭ,0.8981449,not_duplicate
уборка мусора в Екатеринбурге,управление мусором в Сочи,0.89813673,not_duplicate
отключение электричества в ЖК Вест-Сайд,работа УК 'Доверие' по вывозу мусора,0.89806175,not_duplicate
закрытие ресторана Бен Холл,кинопремьера Аватар 3,0.8980141,not_duplicate
новые штрафы за тонировку,штраф за нарушение тонировки,0.89799625,duplicate
поведение автора/участников дискуссии,поведение участников дискуссии,0.89799476,not_duplicate
фильм Хроники Нарнии,Проблемы ЖК Вест-Сайд,0.89797556,not_duplicate
фильм Рождество на двоих,успех фильма Чебурашка 2,0.89796484,not_duplicate
ситуация ДТП,смертельный исход ДТП,0.8979585,duplicate
изменения в ресторанном бизнесе,проблемы ресторанного бизнеса,0.89792067,not_duplicate
взрывы беспилотников,теракты и беспилотники,0.8979096,not_duplicate
карьера Бритни Спирс,премьеры в кино,0.8978748,not_duplicate
рождаемость в Башкортостане,рождение детей в Башкирии,0.89787453,duplicate
Военные действия против Украины,Действия украинских военных,0.8978733,not_duplicate
повышение цен на проезд в автобусе,повышение цен на общественный транспорт,0.8978097,duplicate
авария на трассе,происшествие с машиной,0.8977806,duplicate
жанр шансон,концерт группы «ИНДИИД»,0.89770764,not_duplicate
Участие в концерте ЛЮБЭ,управление Нового Краснодара,0.8976837,not_duplicate
религиозная активность,религиозные практики,0.89767766,duplicate
пожизненное заключение,пожизненно осужденные преступники,0.89761233,not_duplicate
ДТП на тюбинге,происшествие с машиной,0.8975904,duplicate
медицинская система,состояние учреждения здравоохранения,0.89752555,not_duplicate
концерт Филиппа Киркорова,уголовное дело по ст.213 УК РФ,0.8975037,not_duplicate
действия при обнаружении дрона,сбитый беспилотник,0.89750123,not_duplicate
МУП 'СТЭ',пересъемка старых фильмов/сказок,0.8974792,not_duplicate
Проблемы ЖК Вест-Сайд,фильм Волшебник Изумрудного города,0.89745724,not_duplicate
состояние дороги Ростов-Волгодонск,расписание маршруток Апшеронск-Кубанская,0.89743507,not_duplicate
безопасность в ДТП,безопасность автомобиля HAVAL,0.89742106,not_duplicate
жанр шансон,характеристика глав субъектов РФ,0.89738584,not_duplicate
организация питания при задержке поездов,задержка поездов и питание пассажиров,0.89737123,duplicate
решение проблемы вывоза мусора,Метод утилизации мусора,0.8973681,not_duplicate
поведение мужчин,поведение мужчин/женщин,0.8973551,not_duplicate
отключение электричества,частота отключений электричества,0.89733094,not_duplicate
сериал Полиция Дели,отключение электричества в ЖК Вест-Сайд,0.89732885,not_duplicate
содержание поста,Фраза из текста поста,0.8972908,not_duplicate
новое правило о штрафах за тонировку,увеличение штрафов за тонировку,0.89727,duplicate
концерт поп-короля,состояние трассы Ростов-Волгодонск,0.8972637,not_duplicate
концерт Филиппа Киркорова,доставка квитанций ЖКХ,0.89724654,not_duplicate
водители в ДТП,Жёсткое ДТП,0.8972194,not_duplicate
работа ПВЗ,работа ПВО в Стерлитамаке,0.89721304,not_duplicate
закрытие ресторана Бен Холл,состояние трассы Ростов-Волгодонск,0.8972099,not_duplicate
Рождество Христово,Рождественская литургия,0.89719915,not_duplicate
эксплуатация аттракционов,деятельность Первого оконного завода,0.8971731,not_duplicate
строительство ЖК Вест-Сайд,расписание маршруток Апшеронск-Кубанская,0.89714986,not_duplicate
личная жизнь автора,жизненный подход автора,0.8971022,not_duplicate
Рождественский Сочельник,Рождество Христово,0.8970894,not_duplicate
Участие в концерте ЛЮБЭ,действия инспекторов ГИБДД,0.89706266,not_duplicate
объявление беспилотной опасности,беспилотная опасность - взрывы,0.89706135,not_duplicate
поведение водителя «Нивы»,поведение водителей,0.8970375,not_duplicate
электроснабжение ЖК Вест-Сайд,расписание маршруток Апшеронск-Кубанская,0.8970273,not_duplicate
ДТП на трассе Ростов – Семикаракорск – Волгодонск,трагедия на трассе Ростов-Волгодонск,0.89697474,not_duplicate
потребление алкоголя,доступность алкоголя,0.8969307,not_duplicate
коррупция проверяющих,действия властей/коррупция,0.89692444,duplicate
работа общественного транспорта,маршрут общественного транспорта,0.8969192,similar_not_duplicate
действия при обнаружении дрона,дроновое нападение,0.89690846,not_duplicate
работа полиции,действия полиции/властей,0.896855,not_duplicate
вывоз мусора,уборка мусора в районе,0.8968509,not_duplicate
музыкальный микс Казакостояния,автомобиль БЕЛДЖИ,0.8968394,not_duplicate
Участие в концерте ЛЮБЭ,фильм Рождество на двоих,0.8968378,not_duplicate
состояние дорог и тротуаров,состояние дорог в Уфе,0.8968361,not_duplicate
медицинская комиссия для водителей,медицинские проверки водителей,0.8968285,duplicate
мероприятие в Ростове,ОПГ в Ростове,0.8968009,not_duplicate
стоимость свадеб в 2026 году,стоимость свадьбы в будущем,0.8967819,duplicate
кинопремьера Аватар 3,сиквел Короля и Шута,0.89677507,not_duplicate
дорожно-транспортное происшествие,ДТП в регионе,0.8967437,not_duplicate
высокие затраты на свадьбу,стоимость свадьбы в будущем,0.8967412,not_duplicate
городской бор - дорога,состояние дорог и тротуаров,0.8967352,not_duplicate
решение проблемы вывоза мусора,организация вывоза мусора,0.89671254,not_duplicate
ДТП с погибшими,результат аварии,0.8967092,duplicate
Рождественская литургия,Празднование Рождества православными церквями,0.8966931,not_duplicate
"сериал «Клуб», Вася",доставка квитанций ЖКХ,0.89669096,not_duplicate
мероприятие Деда Мороза,управление Нового Краснодара,0.89668167,not_duplicate
характеристика повода нападения,источник атаки,0.89665866,not_duplicate
действия ГИБДД,сбитые БПЛА,0.89664924,not_duplicate
поведение украинских сил,военные действия Украина-Россия,0.8966136,not_duplicate
отключение электричества в общагах ЮФУ,отключение электричества в кампусе ЮФУ,0.89659715,duplicate
отключение электричества в общагах,отключение электричества,0.89659166,not_duplicate
отключение электричества в общежитии,электроснабжение общежития,0.896573,similar_not_duplicate
опасность из-за атаки беспилотников,распространение информации об угрозе беспилотников,0.8965633,not_duplicate
карьера Бритни Спирс,управление Нового Краснодара,0.8965557,not_duplicate
миграция в Россию,миграционная политика России,0.8965457,not_duplicate
дроновое нападение,дрон сбитый,0.8965347,not_duplicate
ледовый городок,ёлки на ледовом городке,0.89652747,similar_not_duplicate
страхование жизни при поездке за границу,медицинская страховка для отдыха за рубежом,0.89650345,duplicate
наказание за оскорбление губернатора,оскорбление губернатора,0.89648885,similar_not_duplicate
исчезновение Милы Яковлевой,пропажа Милены Яковлевой,0.8964801,duplicate
сериал Полиция Дели,уголовное дело по ст.213 УК РФ,0.8964636,not_duplicate
страшное ДТП,происшествие с машиной,0.89644825,duplicate
условия на дорогах,дорожное движение,0.89634275,not_duplicate
проект Нового Краснодара,Краснодар - деревня,0.89632213,not_duplicate
поведение мусоров,распространение мусора,0.89631057,not_duplicate
жанр шансон,действия инспекторов ГИБДД,0.89629954,not_duplicate
сиквел Короля и Шута,Проблемы ЖК Вест-Сайд,0.89629215,not_duplicate
фильм Рождество на двоих,Джефф Миллз,0.8962594,not_duplicate
начисление пени за просрочку оплаты ЖКХ,срок оплаты ЖКХ,0.8962505,not_duplicate
Место ДТП,результат аварии,0.8962355,not_duplicate
Проблемы ЖК Вест-Сайд,жанр шансон,0.89623183,not_duplicate
отключение электричества в ЖК Вест-Сайд,действия инспекторов ГИБДД,0.89621186,not_duplicate
ситуация в ЖК Вест-Сайд,повторяющиеся проблемы ЖК Вест-Сайд,0.8962003,not_duplicate
предпосылки преступлений,поведение преступников,0.89616215,not_duplicate
уборка снега,уборка снега вокруг ТЦ Дуван,0.8961513,similar_not_duplicate
безопасность высотных зданий,безопасность на высоких этажах,0.8961469,duplicate
крестный ход в Рождество,рождественские мероприятия,0.8961445,not_duplicate
празднование Рождества и Нового года,рождественские мероприятия,0.8961264,not_duplicate
путешествия,поездка и её последствия,0.8961214,not_duplicate
счет за квартплату,коммунальные платежи за непроживаемую квартиру,0.8961202,not_duplicate
новая модель рождаемости,рождаемость детей,0.89611834,not_duplicate
деятельность зацеперов по сбору мусора,фирма по вывозу мусора,0.8961166,not_duplicate
мероприятие Филиппа Киркорова,дороги Осипенко/Репин,0.8961059,not_duplicate
написание слова 'кутёй',перевод говнотечки,0.89607465,not_duplicate
ракетная опасность,план действий при ракетной опасности,0.89604956,similar_not_duplicate
строительство ЖК Вест-Сайд,перебои с электричеством в ЖК Вест-Сайд,0.8960215,not_duplicate
мероприятие (выставка и экскурсия),место проведения выставки,0.8959958,similar_not_duplicate
мероприятие Филиппа Киркорова,спектакли Московского театра,0.8959873,not_duplicate
электричество в ЖК Вест-Сайд,жанр шансон,0.89597696,not_duplicate
рождественские традиции/колядование,крестный ход в Рождество,0.8959486,not_duplicate
мероприятие Деда Мороза,автомобиль БЕЛДЖИ,0.89591706,not_duplicate
реакция общества на акцию,общественная реакция,0.8958843,not_duplicate
объявление о беспилотной и ракетной опасности,беспилотная опасность - взрывы,0.89587474,not_duplicate
"сериал «Клуб», Вася",состояние дороги на ул. Заводской,0.8958728,not_duplicate
требования к тонировке,ограничения на тонировку,0.89587235,duplicate
снежная обстановка,отсутствие снега,0.8958707,not_duplicate
реакция администрации,действия администрации,0.89586145,duplicate
общественное поведение,общество и его поведение,0.8958304,duplicate
концерт Филиппа Киркорова,термин водительница в ПДД,0.8958016,not_duplicate
электричество в ЖК Вест-Сайд,состояние трассы Ростов-Волгодонск,0.89575565,not_duplicate
меры безопасности в ДТП,безопасность на дорогах,0.8957136,not_duplicate
способ уборки мусора,решение проблемы вывоза мусора,0.8957126,not_duplicate
беспилотники,беспилотные аппараты (БПЛА),0.8957069,duplicate
отсутствие электричества,причина отключения электричества,0.8956969,not_duplicate
государственные меры безопасности,обеспечение безопасности,0.89569163,duplicate
Рождество Христово (праздник),рождественские мероприятия,0.89565396,not_duplicate
время проведения причастия в храме,богослужение/вертеп в храме,0.89564264,not_duplicate
частота ДТП с участием джипов и автопоездов,количество ДТП,0.89559144,not_duplicate
повышение цен на продукты,повышение цен,0.8955733,not_duplicate
отключение электричества в ЖК Вест-Сайд,характеристика глав субъектов РФ,0.8955699,not_duplicate
поведение водителей в ДТП,поведение водителя (Акцента),0.89549536,not_duplicate
колхозное водительское мнение,поведение водителя (Акцента),0.8954819,not_duplicate
уборка снега в Екатеринбурге,уборка снега,0.895475,not_duplicate
рекламный призыв,расклейщики объявлений,0.89546835,not_duplicate
сериал Полиция Дели,состояние дороги на ул. Заводской,0.89544576,not_duplicate
кинопремьера Аватар 3,концерт SCORPIONS в Ростове,0.89542896,not_duplicate
состояние льда,ледовый городок,0.8954218,similar_not_duplicate
реализация проекта метро в Краснодаре,строительство метро в Питере и Москве,0.8953882,not_duplicate
проект Нового Краснодара,состояние дороги на ул. Заводской,0.895388,not_duplicate
кинопремьера Аватар 3,управление Нового Краснодара,0.895384,not_duplicate
песня Деда Мороза,новогодняя ёлка от ЧМЗ,0.89536464,not_duplicate
Джефф Миллз,работа УК 'Доверие' по вывозу мусора,0.8953448,not_duplicate
мероприятие Деда Мороза,падение обломков БПЛ,0.8953247,not_duplicate
процесс взятия пробы асфальта,проблемы с асфальтом,0.89529073,not_duplicate
Площадь Советов (Ростов-на-Дону),расписание маршруток Апшеронск-Кубанская,0.89528906,not_duplicate
новое правило с медиаторами при разводе,процесс развода при изменах,0.895272,not_duplicate
дорожно-транспортное происшествие,смертельный исход ДТП,0.89525354,duplicate
ДТП на тюбинге,авария на трассе,0.89524394,not_duplicate
концерт Ленинграда,уголовное дело по ст.213 УК РФ,0.89523005,not_duplicate
увеличение штрафов за тонировку,новый закон о штрафах за тонировку,0.89521176,duplicate
мероприятие Рождество,крестный ход в Рождество,0.895199,not_duplicate
способ уничтожения беспилотников,Методы противодействия дронам,0.89517117,duplicate
график работы уборки мусора,график работы компании по вывозу мусора,0.89516723,not_duplicate
опыт автора,жизненный подход автора,0.89516383,not_duplicate
дорожно-транспортное происшествие в Свердловской области,ДТП в Ростовской области,0.8951532,not_duplicate
власть имущие,цепочка власти,0.8951391,not_duplicate
зацеперы,подработка/шабашка,0.89510393,not_duplicate
проблемы с общественным транспортом,общественный транспорт,0.89506865,similar_not_duplicate
объявление беспилотной и ракетной опасности,беспилотная опасность - взрывы,0.89505225,not_duplicate
уборка снега,работа коммунальных служб по уборке снега,0.8950326,not_duplicate
меры чиновников,действия властей,0.89502764,duplicate
продажа квартир в ЖПЭ,участие водителя в конкурсе Голос Стерли,0.8950263,not_duplicate
национальность Филиппа Киркорова,Филипп Киркоров,0.8950245,similar_not_duplicate
бюджетные меры по сбору налогов,косвенные налоги,0.895017,not_duplicate
Дед Мороз как обман,Существование Деда Мороза,0.8950129,similar_not_duplicate
чистка карманов дорог,чистка проездов,0.89500225,duplicate
погибшие в ДТП,страшное ДТП,0.89500165,duplicate
информация о беспилотниках,Действия в РБ связанные с беспилотниками,0.8949614,not_duplicate
поведение водителя во время ДТП,поведение пешеходов в ДТП,0.89495,not_duplicate
кража ёлки,ёлки в области,0.8948393,not_duplicate
авария на Базовом переулке,инцидент на Красноармейской улице,0.894827,not_duplicate
действия электриков,наличие электричества,0.89480746,not_duplicate
зацеперы,Плотинка,0.8947999,not_duplicate
дорожно-транспортное происшествие,ДТП легковушки под грузовиком,0.8947903,not_duplicate
концерт Киркорова,отключение электричества в ЖК Вест-Сайд,0.89477444,not_duplicate
новые штрафы за тонировку,штрафы за неправильную тонировку,0.8947666,duplicate
новое правило о медиаторах при разводе,новое правило медиации при разводе,0.8947586,duplicate
Ситуация с вывозом мусора,работа компании по вывозу мусора,0.8947368,not_duplicate
деятельность зацеперов по сбору мусора,ситуация с уборкой мусора,0.89471126,not_duplicate
туристический поток в Сочи,туристический наплыв в Москву,0.8946857,not_duplicate
поведение жертв ДТП,участие в ДТП,0.8946754,not_duplicate
поведение женщины,странное поведение женщины,0.8946464,duplicate
состояние дорог и тротуаров,состояние парковки и дороги,0.8946403,not_duplicate
реакция на громкие звуки,причина громкого звука,0.8946167,not_duplicate
сбитые БПЛА,профилактическая акция ГИБДД,0.89461327,not_duplicate
концерт SCORPIONS в Ростове,уголовное дело по ст.213 УК РФ,0.89458084,not_duplicate
сбитие беспилотников,беспилотный летательный аппарат (БПЛА) и его уничтожение,0.89458025,not_duplicate
термин водительница в ПДД,продажа квартир в ЖПЭ,0.8945761,not_duplicate
точка зрения автора комментария,предположения авторов комментариев,0.89456844,not_duplicate
предложение помощи,Обращение за помощью,0.8945672,not_duplicate
беспилотники,работа ПВО по сбитым беспилотникам,0.8945421,not_duplicate
реклама в канале,реклама,0.8945235,not_duplicate
политика РФ по нерабочим дням,действия России,0.89451134,not_duplicate
использование ремней безопасности в ДТП,эффективность ремней безопасности,0.89449877,not_duplicate
отключение электричества в общагах,отсутствие электричества в районе,0.89449525,not_duplicate
кинопремьера Одесия,мероприятие Деда Мороза,0.89449257,not_duplicate
меры против коррупции,взяточничество - действия власти,0.8944907,not_duplicate
Освещение инцидента,факты происшествия,0.89448535,not_duplicate
концерт Филиппа Киркорова,работа УК 'Доверие' по вывозу мусора,0.89447635,not_duplicate
действия властей/коррупция,коррупция и растраты бюджетных средств,0.89447,duplicate
действия при обнаружении дрона,Методы противодействия дронам,0.8944658,not_duplicate
применение СВО к нападавшему,ситуация с нападением,0.8944425,not_duplicate
проверка ресторана,проверка ресторанов силовиками,0.894439,not_duplicate
Рождественский Сочельник,крестный ход в Рождество,0.89440495,not_duplicate
организация сбора мусора,уборка мусора,0.89439905,duplicate
возврат бракованного товара,процесс возврата товара,0.8943615,duplicate
состояние дорог в Челябинске,состояние дороги под Новороссийском,0.8943547,not_duplicate
сбор налогов,налогообложение граждан,0.8943547,duplicate
меры чиновников,поведение властей,0.894334,not_duplicate
празднование Рождества Христова,Празднование Рождества православными церквями,0.89431006,not_duplicate
страшное ДТП,тяжелые последствия аварии,0.89427614,duplicate
"титул ""Поп-король"" Филиппа Бедросовича",Участие в концерте ЛЮБЭ,0.894274,not_duplicate
организация свадьбы,свадьба как мероприятие,0.89426523,duplicate
состояние ледового городка,ёлки на ледовом городке,0.8942587,similar_not_duplicate
вера ребенка в Деда Мороза,вера в Деда Мороза,0.8942517,not_duplicate
участие в концерте Киркорова,характеристика глав субъектов РФ,0.89422643,not_duplicate
повреждение железнодорожного полотна,остановка поездов из-за повреждения полотна,0.89422596,similar_not_duplicate
дроновое нападение,уничтожение беспилотников ПВО,0.8942065,not_duplicate
"титул ""Поп-король"" Филиппа Бедросовича",мероприятие Деда Мороза,0.89419717,not_duplicate
перевод говнотечки,ЖК Июнь,0.89418864,not_duplicate
применение УК РФ,участие водителя в конкурсе Голос Стерли,0.8941659,not_duplicate
реклама ЖК «Родные Просторы»,продажа квартир в ЖПЭ,0.8941386,not_duplicate
новые районы Краснодара,застройка Краснодара и Нижнего,0.8941161,not_duplicate
поведение мусоров,накопление мусора,0.8940963,not_duplicate
маршруты автобусов,наряд автобусов,0.8940956,not_duplicate
действие автора комментария,точка зрения автора комментария,0.8940775,duplicate
поведение сотрудника ПВЗ,поведение сотрудников ГИБДД,0.8940693,not_duplicate
новочеркасский кафедральный собор,кафедральный статус собора,0.8940657,similar_not_duplicate
запуск беспилотников,действия при обнаружении дрона,0.89406556,not_duplicate
термин водительница в ПДД,электричество в ЖК Вест-Сайд,0.89405805,not_duplicate
работа по вывозу мусора,вывоз мусора в городе,0.89404345,duplicate
инцидент на улице Ростова,инцидент на Красноармейской улице,0.8940392,not_duplicate
сбитие беспилотников,теракты и беспилотники,0.89401877,not_duplicate
состояние шумозащитных конструкций,шумозащитные конструкции некачественные,0.8939727,duplicate
проведение проверки силовиками,поведение силовиков при проверке,0.893955,duplicate
ситуация с уборкой мусора,нерешенная проблема с мусором,0.89394087,duplicate
запуск беспилотников,Действия в РБ связанные с беспилотниками,0.8939373,not_duplicate
состояние дорог,ремонт дороги,0.89393276,similar_not_duplicate
автомобиль БЕЛДЖИ,кассовые сборы фильма «Чебурашка 2»,0.8939276,not_duplicate
взрывы,количество взрывов,0.8939251,similar_not_duplicate
успех фильма Чебурашка 2,премьеры в кино,0.8939248,not_duplicate
концерт Киркорова,расписание маршруток Апшеронск-Кубанская,0.89389217,not_duplicate
доставка квитанций ЖКХ,кассовые сборы фильма «Чебурашка 2»,0.8938484,not_duplicate
состояние трассы Ростов-Волгодонск,пересъемка старых фильмов/сказок,0.89382684,not_duplicate
авария на трассе,смертельное ДТП,0.893826,duplicate
действия при обнаружении дрона,дрон сбитый,0.8938043,not_duplicate
кассовые сборы фильма «Чебурашка 2»,применение УК РФ,0.8937958,not_duplicate
авария на трассе,ДТП и его последствия,0.8937886,duplicate
проблемы с общественным транспортом,транспортные проблемы,0.893772,not_duplicate
условия на дорогах,состояние областных дорог,0.89374286,not_duplicate
ДТП в Ростовской области,трагедия на трассе Ростов-Волгодонск,0.89372927,not_duplicate
количество смен костюмов Филиппа Киркорова,костюмы Филиппа Киркорова,0.89372665,duplicate
мусор на контейнерной площадке,переполненные контейнеры и мусор на улицах,0.893716,not_duplicate
управление Нового Краснодара,доставка квитанций ЖКХ,0.89365935,not_duplicate
отключение мобильного интернета,отключение интернета,0.8936583,not_duplicate
ЖК Вест-Сайд,расписание маршруток Апшеронск-Кубанская,0.8936322,not_duplicate
мероприятие Рождество,Рождество в Стерлитамаке,0.89361614,not_duplicate
свадьба и количество гостей,свадьба как мероприятие,0.8936038,not_duplicate
меры чиновников,действия администрации,0.89360005,duplicate
термин водительница в ПДД,состояние дороги на ул. Заводской,0.8935725,not_duplicate
цена на автомобиль,расходы в Авто запчастях,0.89356726,not_duplicate
смертельное ДТП на дороге,происшествие с машиной,0.8935572,duplicate
ДТП на тюбинге,ДТП под Нижним Тагилом,0.8935259,not_duplicate
вход на выставку,расположение выставки,0.8935214,not_duplicate
"титул ""Поп-король"" Филиппа Бедросовича",работа УК 'Доверие' по вывозу мусора,0.8934947,not_duplicate
концерт Киркорова,термин водительница в ПДД,0.8934728,not_duplicate
празднование Рождества и Нового года,празднование Рождества Христова,0.8934627,not_duplicate
мероприятие в Ростове,барахолка в Ростове,0.89346117,not_duplicate
концерт Ленинграда,дороги Осипенко/Репин,0.8934506,not_duplicate
работа коммунальных служб,труд коммунальщиков,0.8934336,duplicate
работа камер видеонаблюдения,эффективность камер видеонаблюдения,0.89342856,duplicate
новое правило правительства о медиаторах при разводе,новое правило с медиаторами при разводе,0.8933885,duplicate
питание ребенка,малоежка - недоедание ребенка,0.8933863,similar_not_duplicate
